rental_id,rental_date,date_1,time_1,category
10116,"2005-07-31 21:14:02",2005-07-31,21:14,Action
15704,"2005-08-23 10:25:45",2005-08-23,10:25,Action
651,"2005-05-28 19:46:50",2005-05-28,19:46,Action
2059,"2005-06-17 15:36:12",2005-06-17,15:36,Action
6719,"2005-07-12 13:40:37",2005-07-12,13:40,Action
10423,"2005-08-01 08:19:53",2005-08-01,08:19,Action
15152,"2005-08-22 14:25:21",2005-08-22,14:25,Action
1885,"2005-06-17 03:35:59",2005-06-17,03:35,Action
5897,"2005-07-10 20:16:14",2005-07-10,20:16,Action
10590,"2005-08-01 14:11:53",2005-08-01,14:11,Action
15429,"2005-08-23 00:20:31",2005-08-23,00:20,Action
6372,"2005-07-11 21:35:06",2005-07-11,21:35,Action
7346,"2005-07-27 14:30:42",2005-07-27,14:30,Action
11913,"2005-08-17 15:53:17",2005-08-17,15:53,Action
689,"2005-05-29 00:46:53",2005-05-29,00:46,Action
3286,"2005-06-21 06:31:29",2005-06-21,06:31,Action
3726,"2005-07-06 11:15:49",2005-07-06,11:15,Action
8484,"2005-07-29 08:51:59",2005-07-29,08:51,Action
15443,"2005-08-23 00:44:15",2005-08-23,00:44,Action
1597,"2005-06-16 05:47:03",2005-06-16,05:47,Action
4417,"2005-07-07 22:05:05",2005-07-07,22:05,Action
8412,"2005-07-29 06:44:50",2005-07-29,06:44,Action
15203,"2005-08-22 16:28:00",2005-08-22,16:28,Action
8822,"2005-07-29 22:20:21",2005-07-29,22:20,Action
11912,"2005-08-17 15:51:49",2005-08-17,15:51,Action
6052,"2005-07-11 03:51:27",2005-07-11,03:51,Action
8825,"2005-07-29 22:24:16",2005-07-29,22:24,Action
15369,"2005-08-22 21:58:06",2005-08-22,21:58,Action
4297,"2005-07-07 16:24:09",2005-07-07,16:24,Action
7644,"2005-07-28 01:27:33",2005-07-28,01:27,Action
15633,"2005-08-23 07:31:10",2005-08-23,07:31,Action
3457,"2005-06-21 21:42:33",2005-06-21,21:42,Action
3470,"2005-07-05 22:49:24",2005-07-05,22:49,Action
9463,"2005-07-30 22:30:57",2005-07-30,22:30,Action
12885,"2005-08-19 03:37:25",2005-08-19,03:37,Action
8625,"2005-07-29 13:59:13",2005-07-29,13:59,Action
14569,"2005-08-21 16:31:22",2005-08-21,16:31,Action
3665,"2005-07-06 08:23:08",2005-07-06,08:23,Action
11190,"2005-08-02 11:21:34",2005-08-02,11:21,Action
15094,"2006-02-14 15:16:03",2006-02-14,15:16,Action
2553,"2005-06-19 03:04:59",2005-06-19,03:04,Action
3767,"2005-07-06 13:07:27",2005-07-06,13:07,Action
10371,"2005-08-01 06:20:29",2005-08-01,06:20,Action
14466,"2005-08-21 13:03:13",2005-08-21,13:03,Action
1099,"2005-05-31 13:54:48",2005-05-31,13:54,Action
1436,"2005-06-15 18:35:40",2005-06-15,18:35,Action
6831,"2005-07-12 18:44:04",2005-07-12,18:44,Action
9634,"2005-07-31 05:06:02",2005-07-31,05:06,Action
14975,"2005-08-22 07:07:50",2005-08-22,07:07,Action
10421,"2005-08-01 08:14:10",2005-08-01,08:14,Action
15862,"2006-02-14 15:16:03",2006-02-14,15:16,Action
5579,"2005-07-10 04:04:29",2005-07-10,04:04,Action
8187,"2005-07-28 22:33:53",2005-07-28,22:33,Action
11549,"2005-08-17 01:01:48",2005-08-17,01:01,Action
340,"2005-05-27 03:55:25",2005-05-27,03:55,Action
2755,"2005-06-19 16:56:31",2005-06-19,16:56,Action
5374,"2005-07-09 18:52:08",2005-07-09,18:52,Action
9019,"2005-07-30 05:28:53",2005-07-30,05:28,Action
13929,"2005-08-20 17:13:48",2005-08-20,17:13,Action
5140,"2005-07-09 08:04:59",2005-07-09,08:04,Action
10766,"2005-08-01 20:36:29",2005-08-01,20:36,Action
15730,"2005-08-23 11:32:35",2005-08-23,11:32,Action
1275,"2005-06-15 07:55:43",2005-06-15,07:55,Action
5373,"2005-07-09 18:48:57",2005-07-09,18:48,Action
7412,"2005-07-27 16:44:34",2005-07-27,16:44,Action
14735,"2005-08-21 22:25:09",2005-08-21,22:25,Action
5354,"2005-07-09 18:04:33",2005-07-09,18:04,Action
8823,"2005-07-29 22:22:12",2005-07-29,22:22,Action
14154,"2005-08-21 02:30:00",2005-08-21,02:30,Action
125,"2005-05-25 20:48:50",2005-05-25,20:48,Action
2722,"2005-06-19 14:55:17",2005-06-19,14:55,Action
4324,"2005-07-07 17:57:56",2005-07-07,17:57,Action
8298,"2005-07-29 02:47:36",2005-07-29,02:47,Action
14927,"2005-08-22 05:31:53",2005-08-22,05:31,Action
1657,"2005-06-16 10:06:49",2005-06-16,10:06,Action
4229,"2005-07-07 12:43:23",2005-07-07,12:43,Action
10347,"2005-08-01 05:20:03",2005-08-01,05:20,Action
16029,"2005-08-23 21:54:02",2005-08-23,21:54,Action
8989,"2005-07-30 04:39:19",2005-07-30,04:39,Action
11618,"2005-08-17 04:01:36",2005-08-17,04:01,Action
11029,"2005-08-02 05:51:10",2005-08-02,05:51,Action
15362,"2005-08-22 21:40:20",2005-08-22,21:40,Action
2459,"2005-06-18 19:44:08",2005-06-18,19:44,Action
4240,"2005-07-07 13:33:12",2005-07-07,13:33,Action
9890,"2005-07-31 14:04:44",2005-07-31,14:04,Action
14604,"2006-02-14 15:16:03",2006-02-14,15:16,Action
1051,"2005-05-31 07:02:09",2005-05-31,07:02,Action
3326,"2005-06-21 09:04:50",2005-06-21,09:04,Action
4681,"2005-07-08 10:36:03",2005-07-08,10:36,Action
11121,"2005-08-02 08:48:31",2005-08-02,08:48,Action
15724,"2005-08-23 11:22:09",2005-08-23,11:22,Action
1244,"2005-06-15 05:08:40",2005-06-15,05:08,Action
3502,"2005-07-06 00:15:06",2005-07-06,00:15,Action
8675,"2005-07-29 15:56:18",2005-07-29,15:56,Action
15289,"2005-08-22 19:27:24",2005-08-22,19:27,Action
6410,"2005-07-11 23:08:06",2005-07-11,23:08,Action
6980,"2005-07-27 00:50:30",2005-07-27,00:50,Action
11936,"2005-08-17 16:45:34",2005-08-17,16:45,Action
8982,"2005-07-30 04:31:02",2005-07-30,04:31,Action
15931,"2005-08-23 18:28:09",2005-08-23,18:28,Action
3660,"2005-07-06 08:07:29",2005-07-06,08:07,Action
10360,"2005-08-01 05:52:53",2005-08-01,05:52,Action
12829,"2005-08-19 01:38:18",2005-08-19,01:38,Action
5568,"2005-07-10 03:36:56",2005-07-10,03:36,Action
10734,"2005-08-01 19:28:47",2005-08-01,19:28,Action
15368,"2005-08-22 21:57:15",2005-08-22,21:57,Action
9483,"2005-07-30 23:31:31",2005-07-30,23:31,Action
11809,"2005-08-17 11:51:39",2005-08-17,11:51,Action
1111,"2005-05-31 15:24:19",2005-05-31,15:24,Action
2204,"2005-06-18 02:11:38",2005-06-18,02:11,Action
6553,"2005-07-12 05:06:39",2005-07-12,05:06,Action
9847,"2005-07-31 12:33:43",2005-07-31,12:33,Action
14354,"2005-08-21 09:08:14",2005-08-21,09:08,Action
1198,"2005-06-15 01:48:58",2005-06-15,01:48,Action
4081,"2005-07-07 05:10:08",2005-07-07,05:10,Action
8852,"2005-07-29 23:30:03",2005-07-29,23:30,Action
13732,"2005-08-20 10:24:41",2005-08-20,10:24,Action
55,"2005-05-25 08:26:13",2005-05-25,08:26,Action
1968,"2005-06-17 09:20:36",2005-06-17,09:20,Action
4605,"2005-07-08 07:00:14",2005-07-08,07:00,Action
9478,"2005-07-30 23:12:53",2005-07-30,23:12,Action
14851,"2005-08-22 02:20:44",2005-08-22,02:20,Action
8877,"2005-07-30 00:15:22",2005-07-30,00:15,Action
13900,"2005-08-20 16:05:41",2005-08-20,16:05,Action
1508,"2005-06-15 22:33:24",2005-06-15,22:33,Action
4246,"2005-07-07 13:49:03",2005-07-07,13:49,Action
9633,"2005-07-31 05:04:08",2005-07-31,05:04,Action
12063,"2005-08-17 21:24:48",2005-08-17,21:24,Action
5509,"2005-07-10 00:54:46",2005-07-10,00:54,Action
8332,"2005-07-29 04:16:00",2005-07-29,04:16,Action
11797,"2005-08-17 11:17:21",2005-08-17,11:17,Action
6352,"2005-07-11 20:34:13",2005-07-11,20:34,Action
8732,"2005-07-29 18:25:03",2005-07-29,18:25,Action
11552,"2005-08-17 01:04:29",2005-08-17,01:04,Action
621,"2005-05-28 15:58:12",2005-05-28,15:58,Action
3102,"2005-06-20 16:55:55",2005-06-20,16:55,Action
5487,"2005-07-10 00:01:50",2005-07-10,00:01,Action
7498,"2005-07-27 20:09:31",2005-07-27,20:09,Action
15505,"2005-08-23 02:46:13",2005-08-23,02:46,Action
2276,"2005-06-18 06:33:48",2005-06-18,06:33,Action
6850,"2005-07-12 19:30:42",2005-07-12,19:30,Action
6967,"2005-07-27 00:16:31",2005-07-27,00:16,Action
12986,"2005-08-19 07:09:36",2005-08-19,07:09,Action
749,"2005-05-29 09:33:33",2005-05-29,09:33,Action
3447,"2005-06-21 20:53:31",2005-06-21,20:53,Action
4855,"2005-07-08 18:45:50",2005-07-08,18:45,Action
7623,"2005-07-28 00:37:41",2005-07-28,00:37,Action
13756,"2006-02-14 15:16:03",2006-02-14,15:16,Action
1252,"2005-06-15 06:05:18",2005-06-15,06:05,Action
4640,"2005-07-08 08:59:34",2005-07-08,08:59,Action
7232,"2005-07-27 10:04:19",2005-07-27,10:04,Action
13757,"2005-08-20 11:20:12",2005-08-20,11:20,Action
276,"2005-05-26 17:16:07",2005-05-26,17:16,Action
2772,"2005-06-19 17:59:27",2005-06-19,17:59,Action
6739,"2005-07-12 14:22:08",2005-07-12,14:22,Action
10188,"2005-08-01 00:19:41",2005-08-01,00:19,Action
11955,"2005-08-17 17:21:35",2005-08-17,17:21,Action
623,"2005-05-28 16:01:28",2005-05-28,16:01,Action
2769,"2005-06-19 17:52:14",2005-06-19,17:52,Action
4483,"2005-07-08 01:03:12",2005-07-08,01:03,Action
10167,"2005-07-31 23:24:31",2005-07-31,23:24,Action
11692,"2005-08-17 06:52:41",2005-08-17,06:52,Action
3035,"2005-06-20 12:17:03",2005-06-20,12:17,Action
3697,"2005-07-06 10:07:22",2005-07-06,10:07,Action
9593,"2005-07-31 03:22:30",2005-07-31,03:22,Action
11894,"2005-08-17 15:15:01",2005-08-17,15:15,Action
3386,"2005-06-21 14:21:06",2005-06-21,14:21,Action
6485,"2005-07-12 02:07:59",2005-07-12,02:07,Action
9305,"2005-07-30 16:45:56",2005-07-30,16:45,Action
14352,"2005-08-21 09:06:29",2005-08-21,09:06,Action
27,"2005-05-25 03:41:50",2005-05-25,03:41,Action
2684,"2005-06-19 12:29:08",2005-06-19,12:29,Action
5192,"2005-07-09 10:27:09",2005-07-09,10:27,Action
8038,"2005-07-28 16:32:55",2005-07-28,16:32,Action
12495,"2005-08-18 12:56:37",2005-08-18,12:56,Action
602,"2005-05-28 14:15:54",2005-05-28,14:15,Action
3144,"2005-06-20 20:14:20",2005-06-20,20:14,Action
3570,"2005-07-06 03:23:43",2005-07-06,03:23,Action
10842,"2005-08-01 23:41:24",2005-08-01,23:41,Action
14056,"2005-08-20 22:18:53",2005-08-20,22:18,Action
10463,"2005-08-01 09:39:43",2005-08-01,09:39,Action
13172,"2005-08-19 13:49:07",2005-08-19,13:49,Action
5323,"2005-07-09 16:34:07",2005-07-09,16:34,Action
9490,"2005-07-30 23:45:09",2005-07-30,23:45,Action
15667,"2005-08-23 09:02:03",2005-08-23,09:02,Action
77,"2005-05-25 11:31:59",2005-05-25,11:31,Action
1444,"2005-06-15 19:08:16",2005-06-15,19:08,Action
4984,"2005-07-09 00:35:31",2005-07-09,00:35,Action
8132,"2005-07-28 19:57:31",2005-07-28,19:57,Action
14074,"2005-08-20 23:16:07",2005-08-20,23:16,Action
6503,"2005-07-12 03:18:07",2005-07-12,03:18,Action
11286,"2005-08-02 14:44:22",2005-08-02,14:44,Action
11587,"2005-08-17 02:21:03",2005-08-17,02:21,Action
10937,"2005-08-02 03:00:18",2005-08-02,03:00,Action
14685,"2005-08-21 20:31:25",2005-08-21,20:31,Action
234,"2005-05-26 11:47:20",2005-05-26,11:47,Action
2406,"2005-06-18 16:39:37",2005-06-18,16:39,Action
4779,"2005-07-08 15:53:41",2005-07-08,15:53,Action
10781,"2005-08-01 21:22:41",2005-08-01,21:22,Action
14168,"2005-08-21 03:00:03",2005-08-21,03:00,Action
5406,"2005-07-09 20:13:23",2005-07-09,20:13,Action
8525,"2005-07-29 10:20:19",2005-07-29,10:20,Action
11675,"2005-08-17 05:57:54",2005-08-17,05:57,Action
2357,"2005-06-18 12:59:41",2005-06-18,12:59,Action
4062,"2005-07-07 04:22:27",2005-07-07,04:22,Action
8392,"2005-07-29 06:00:27",2005-07-29,06:00,Action
15186,"2005-08-22 15:52:57",2005-08-22,15:52,Action
2058,"2005-06-17 15:34:41",2005-06-17,15:34,Action
4572,"2005-07-08 05:36:59",2005-07-08,05:36,Action
10098,"2005-07-31 20:41:17",2005-07-31,20:41,Action
13502,"2005-08-20 01:58:15",2005-08-20,01:58,Action
5240,"2005-07-09 13:14:48",2005-07-09,13:14,Action
8630,"2005-07-29 14:07:59",2005-07-29,14:07,Action
11643,"2005-08-17 04:49:35",2005-08-17,04:49,Action
5074,"2005-07-09 05:06:24",2005-07-09,05:06,Action
8258,"2005-07-29 01:03:42",2005-07-29,01:03,Action
15110,"2005-08-22 12:16:46",2005-08-22,12:16,Action
581,"2005-05-28 11:20:29",2005-05-28,11:20,Action
2958,"2005-06-20 06:56:20",2005-06-20,06:56,Action
3604,"2005-07-06 05:25:22",2005-07-06,05:25,Action
7089,"2005-07-27 04:43:42",2005-07-27,04:43,Action
12836,"2005-08-19 01:48:33",2005-08-19,01:48,Action
832,"2005-05-29 22:51:20",2005-05-29,22:51,Action
2690,"2005-06-19 13:00:02",2005-06-19,13:00,Action
6840,"2005-07-12 19:03:22",2005-07-12,19:03,Action
10148,"2005-07-31 22:19:16",2005-07-31,22:19,Action
12304,"2005-08-18 05:44:29",2005-08-18,05:44,Action
659,"2005-05-28 20:27:53",2005-05-28,20:27,Action
1617,"2005-06-16 07:06:06",2005-06-16,07:06,Action
5865,"2005-07-10 18:31:05",2005-07-10,18:31,Action
9248,"2005-07-30 14:14:11",2005-07-30,14:14,Action
14422,"2005-08-21 11:21:46",2005-08-21,11:21,Action
717,"2005-05-29 04:37:44",2005-05-29,04:37,Action
2431,"2005-06-18 17:53:03",2005-06-18,17:53,Action
3906,"2005-07-06 19:35:55",2005-07-06,19:35,Action
10298,"2005-08-01 04:06:03",2005-08-01,04:06,Action
13145,"2005-08-19 12:53:53",2005-08-19,12:53,Action
2381,"2005-06-18 15:00:30",2005-06-18,15:00,Action
4717,"2005-07-08 12:22:43",2005-07-08,12:22,Action
7729,"2005-07-28 04:57:57",2005-07-28,04:57,Action
12080,"2005-08-17 22:08:04",2005-08-17,22:08,Action
3236,"2005-06-21 02:47:43",2005-06-21,02:47,Action
4189,"2005-07-07 10:51:07",2005-07-07,10:51,Action
8814,"2005-07-29 21:49:43",2005-07-29,21:49,Action
14024,"2005-08-20 21:13:58",2005-08-20,21:13,Action
7716,"2005-07-28 04:33:15",2005-07-28,04:33,Action
14986,"2005-08-22 07:37:24",2005-08-22,07:37,Action
565,"2005-05-28 09:26:31",2005-05-28,09:26,Action
1209,"2005-06-15 02:31:12",2005-06-15,02:31,Action
6079,"2005-07-11 05:07:14",2005-07-11,05:07,Action
9427,"2005-07-30 21:16:33",2005-07-30,21:16,Action
12753,"2005-08-18 22:37:39",2005-08-18,22:37,Action
6791,"2005-07-12 16:35:07",2005-07-12,16:35,Action
10017,"2005-07-31 18:13:22",2005-07-31,18:13,Action
13649,"2005-08-20 07:48:38",2005-08-20,07:48,Action
1128,"2005-05-31 17:49:26",2005-05-31,17:49,Action
