,actor_id,first_name,last_name,last_update,actor_id,film_id,last_update,film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
10,1,PENELOPE,GUINESS,2006-02-15 04:34:33,1,506,2006-02-15 05:05:03,506,LADY STAGE,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,2006,1,,4,4.99,67,14.99,PG,"Trailers,Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
11,1,PENELOPE,GUINESS,2006-02-15 04:34:33,1,509,2006-02-15 05:05:03,509,LANGUAGE COWBOY,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,2006,1,,5,0.99,78,26.99,NC-17,"Trailers,Deleted Scenes",2006-02-15 05:03:42
12,1,PENELOPE,GUINESS,2006-02-15 04:34:33,1,605,2006-02-15 05:05:03,605,MULHOLLAND BEAST,A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat,2006,1,,7,2.99,157,13.99,PG,"Trailers,Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
13,1,PENELOPE,GUINESS,2006-02-15 04:34:33,1,635,2006-02-15 05:05:03,635,OKLAHOMA JUMANJI,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,2006,1,,7,0.99,58,15.99,PG,Behind the Scenes,2006-02-15 05:03:42
14,1,PENELOPE,GUINESS,2006-02-15 04:34:33,1,749,2006-02-15 05:05:03,749,RULES HUMAN,A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House,2006,1,,6,4.99,153,19.99,R,"Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
15,1,PENELOPE,GUINESS,2006-02-15 04:34:33,1,832,2006-02-15 05:05:03,832,SPLASH GUMP,A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank,2006,1,,5,0.99,175,16.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
16,1,PENELOPE,GUINESS,2006-02-15 04:34:33,1,939,2006-02-15 05:05:03,939,VERTIGO NORTHWEST,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,2006,1,,4,2.99,90,17.99,R,"Commentaries,Behind the Scenes",2006-02-15 05:03:42
17,1,PENELOPE,GUINESS,2006-02-15 04:34:33,1,970,2006-02-15 05:05:03,970,WESTWARD SEABISCUIT,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,2006,1,,7,0.99,52,11.99,NC-17,"Commentaries,Deleted Scenes",2006-02-15 05:03:42
18,1,PENELOPE,GUINESS,2006-02-15 04:34:33,1,980,2006-02-15 05:05:03,980,WIZARD COLDBLOODED,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,2006,1,,4,4.99,75,12.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
19,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,3,2006-02-15 05:05:03,3,ADAPTATION HOLES,A Astounding Reflection of a Lumberjack And a Car who must Sink a Lumberjack in A Baloon Factory,2006,1,,7,2.99,50,18.99,NC-17,"Trailers,Deleted Scenes",2006-02-15 05:03:42
20,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,31,2006-02-15 05:05:03,31,APACHE DIVINE,A Awe-Inspiring Reflection of a Pastry Chef And a Teacher who must Overcome a Sumo Wrestler in A U-Boat,2006,1,,5,4.99,92,16.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
21,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,47,2006-02-15 05:05:03,47,BABY HALL,A Boring Character Study of a A Shark And a Girl who must Outrace a Feminist in An Abandoned Mine Shaft,2006,1,,5,4.99,153,23.99,NC-17,Commentaries,2006-02-15 05:03:42
22,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,105,2006-02-15 05:05:03,105,BULL SHAWSHANK,A Fanciful Drama of a Moose And a Squirrel who must Conquer a Pioneer in The Canadian Rockies,2006,1,,6,0.99,125,21.99,NC-17,Deleted Scenes,2006-02-15 05:03:42
23,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,132,2006-02-15 05:05:03,132,CHAINSAW UPTOWN,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,2006,1,,6,0.99,114,25.99,PG,"Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
24,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,145,2006-02-15 05:05:03,145,CHISUM BEHAVIOR,A Epic Documentary of a Sumo Wrestler And a Butler who must Kill a Car in Ancient India,2006,1,,5,4.99,124,25.99,G,"Trailers,Commentaries,Behind the Scenes",2006-02-15 05:03:42
25,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,226,2006-02-15 05:05:03,226,DESTINY SATURDAY,A Touching Drama of a Crocodile And a Crocodile who must Conquer a Explorer in Soviet Georgia,2006,1,,4,4.99,56,20.99,G,"Trailers,Commentaries,Behind the Scenes",2006-02-15 05:03:42
26,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,249,2006-02-15 05:05:03,249,DRACULA CRYSTAL,A Thrilling Reflection of a Feminist And a Cat who must Find a Frisbee in An Abandoned Fun House,2006,1,,7,0.99,176,26.99,G,Commentaries,2006-02-15 05:03:42
27,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,314,2006-02-15 05:05:03,314,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,1,,3,0.99,91,13.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
28,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,321,2006-02-15 05:05:03,321,FLASH WARS,A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico,2006,1,,3,4.99,123,21.99,NC-17,"Trailers,Commentaries,Behind the Scenes",2006-02-15 05:03:42
29,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,357,2006-02-15 05:05:03,357,GILBERT PELICAN,A Fateful Tale of a Man And a Feminist who must Conquer a Crocodile in A Manhattan Penthouse,2006,1,,7,0.99,114,13.99,G,"Trailers,Commentaries",2006-02-15 05:03:42
30,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,369,2006-02-15 05:05:03,369,GOODFELLAS SALUTE,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,2006,1,,4,4.99,56,22.99,PG,Deleted Scenes,2006-02-15 05:03:42
31,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,399,2006-02-15 05:05:03,399,HAPPINESS UNITED,A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan,2006,1,,6,2.99,100,23.99,G,Deleted Scenes,2006-02-15 05:03:42
32,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,458,2006-02-15 05:05:03,458,INDIAN LOVE,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,2006,1,,4,0.99,135,26.99,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
33,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,481,2006-02-15 05:05:03,481,JEKYLL FROGMEN,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,2006,1,,4,2.99,58,22.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
34,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,485,2006-02-15 05:05:03,485,JERSEY SASSY,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,2006,1,,6,4.99,60,16.99,PG,"Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
35,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,518,2006-02-15 05:05:03,518,LIAISONS SWEET,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,2006,1,,5,4.99,140,15.99,PG,"Commentaries,Behind the Scenes",2006-02-15 05:03:42
36,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,540,2006-02-15 05:05:03,540,LUCKY FLYING,A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat,2006,1,,7,2.99,97,10.99,PG-13,"Trailers,Commentaries,Behind the Scenes",2006-02-15 05:03:42
37,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,550,2006-02-15 05:05:03,550,MAGUIRE APACHE,A Fast-Paced Reflection of a Waitress And a Hunter who must Defeat a Forensic Psychologist in A Baloon,2006,1,,6,2.99,74,22.99,NC-17,"Trailers,Commentaries",2006-02-15 05:03:42
38,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,555,2006-02-15 05:05:03,555,MALLRATS UNITED,A Thrilling Yarn of a Waitress And a Dentist who must Find a Hunter in A Monastery,2006,1,,4,0.99,133,25.99,PG,"Trailers,Commentaries,Deleted Scenes",2006-02-15 05:03:42
39,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,561,2006-02-15 05:05:03,561,MASK PEACH,A Boring Character Study of a Student And a Robot who must Meet a Woman in California,2006,1,,6,2.99,123,26.99,NC-17,"Commentaries,Deleted Scenes",2006-02-15 05:03:42
40,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,742,2006-02-15 05:05:03,742,ROOF CHAMPION,A Lacklusture Reflection of a Car And a Explorer who must Find a Monkey in A Baloon,2006,1,,7,0.99,101,25.99,R,"Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
41,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,754,2006-02-15 05:05:03,754,RUSHMORE MERMAID,A Boring Story of a Woman And a Moose who must Reach a Husband in A Shark Tank,2006,1,,6,2.99,150,17.99,PG-13,"Trailers,Commentaries,Deleted Scenes",2006-02-15 05:03:42
42,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,811,2006-02-15 05:05:03,811,SMILE EARRING,A Intrepid Drama of a Teacher And a Butler who must Build a Pastry Chef in Berlin,2006,1,,4,2.99,60,29.99,G,"Commentaries,Behind the Scenes",2006-02-15 05:03:42
43,2,NICK,WAHLBERG,2006-02-15 04:34:33,2,958,2006-02-15 05:05:03,958,WARDROBE PHANTOM,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,2006,1,,6,2.99,178,19.99,G,"Trailers,Commentaries",2006-02-15 05:03:42
44,3,ED,CHASE,2006-02-15 04:34:33,3,17,2006-02-15 05:05:03,17,ALONE TRIP,A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House,2006,1,,3,0.99,82,14.99,R,"Trailers,Behind the Scenes",2006-02-15 05:03:42
45,3,ED,CHASE,2006-02-15 04:34:33,3,40,2006-02-15 05:05:03,40,ARMY FLINTSTONES,A Boring Saga of a Database Administrator And a Womanizer who must Battle a Waitress in Nigeria,2006,1,,4,0.99,148,22.99,R,"Trailers,Commentaries",2006-02-15 05:03:42
46,3,ED,CHASE,2006-02-15 04:34:33,3,42,2006-02-15 05:05:03,42,ARTIST COLDBLOODED,A Stunning Reflection of a Robot And a Moose who must Challenge a Woman in California,2006,1,,5,2.99,170,10.99,NC-17,"Trailers,Behind the Scenes",2006-02-15 05:03:42
47,3,ED,CHASE,2006-02-15 04:34:33,3,87,2006-02-15 05:05:03,87,BOONDOCK BALLROOM,A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico,2006,1,,7,0.99,76,14.99,NC-17,Behind the Scenes,2006-02-15 05:03:42
48,3,ED,CHASE,2006-02-15 04:34:33,3,111,2006-02-15 05:05:03,111,CADDYSHACK JEDI,A Awe-Inspiring Epistle of a Woman And a Madman who must Fight a Robot in Soviet Georgia,2006,1,,3,0.99,52,17.99,NC-17,"Commentaries,Deleted Scenes",2006-02-15 05:03:42
49,3,ED,CHASE,2006-02-15 04:34:33,3,185,2006-02-15 05:05:03,185,COWBOY DOOM,A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon,2006,1,,3,2.99,146,10.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
50,3,ED,CHASE,2006-02-15 04:34:33,3,289,2006-02-15 05:05:03,289,EVE RESURRECTION,A Awe-Inspiring Yarn of a Pastry Chef And a Database Administrator who must Challenge a Teacher in A Baloon,2006,1,,5,4.99,66,25.99,G,"Trailers,Commentaries,Deleted Scenes",2006-02-15 05:03:42
51,3,ED,CHASE,2006-02-15 04:34:33,3,329,2006-02-15 05:05:03,329,FORREST SONS,A Thrilling Documentary of a Forensic Psychologist And a Butler who must Defeat a Explorer in A Jet Boat,2006,1,,4,2.99,63,15.99,R,Commentaries,2006-02-15 05:03:42
52,3,ED,CHASE,2006-02-15 04:34:33,3,336,2006-02-15 05:05:03,336,FRENCH HOLIDAY,A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin,2006,1,,5,4.99,99,22.99,PG,Behind the Scenes,2006-02-15 05:03:42
53,3,ED,CHASE,2006-02-15 04:34:33,3,341,2006-02-15 05:05:03,341,FROST HEAD,A Amazing Reflection of a Lumberjack And a Cat who must Discover a Husband in A MySQL Convention,2006,1,,5,0.99,82,13.99,PG,"Trailers,Deleted Scenes",2006-02-15 05:03:42
54,3,ED,CHASE,2006-02-15 04:34:33,3,393,2006-02-15 05:05:03,393,HALLOWEEN NUTS,A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat,2006,1,,6,2.99,47,19.99,PG-13,Deleted Scenes,2006-02-15 05:03:42
55,3,ED,CHASE,2006-02-15 04:34:33,3,441,2006-02-15 05:05:03,441,HUNTER ALTER,A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank,2006,1,,5,2.99,125,21.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
56,3,ED,CHASE,2006-02-15 04:34:33,3,453,2006-02-15 05:05:03,453,IMAGE PRINCESS,A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies,2006,1,,3,2.99,178,17.99,PG-13,"Trailers,Commentaries,Deleted Scenes",2006-02-15 05:03:42
57,3,ED,CHASE,2006-02-15 04:34:33,3,480,2006-02-15 05:05:03,480,JEEPERS WEDDING,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,2006,1,,3,2.99,84,29.99,R,"Trailers,Commentaries,Deleted Scenes",2006-02-15 05:03:42
58,3,ED,CHASE,2006-02-15 04:34:33,3,539,2006-02-15 05:05:03,539,LUCK OPUS,A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank,2006,1,,7,2.99,152,21.99,NC-17,"Trailers,Commentaries,Behind the Scenes",2006-02-15 05:03:42
59,3,ED,CHASE,2006-02-15 04:34:33,3,618,2006-02-15 05:05:03,618,NECKLACE OUTBREAK,A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California,2006,1,,3,0.99,132,21.99,PG,"Trailers,Commentaries,Behind the Scenes",2006-02-15 05:03:42
60,3,ED,CHASE,2006-02-15 04:34:33,3,685,2006-02-15 05:05:03,685,PLATOON INSTINCT,A Thrilling Panorama of a Man And a Woman who must Reach a Woman in Australia,2006,1,,6,4.99,132,10.99,PG-13,"Trailers,Commentaries",2006-02-15 05:03:42
61,3,ED,CHASE,2006-02-15 04:34:33,3,827,2006-02-15 05:05:03,827,SPICE SORORITY,A Fateful Display of a Pioneer And a Hunter who must Defeat a Husband in An Abandoned Mine Shaft,2006,1,,5,4.99,141,22.99,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
62,3,ED,CHASE,2006-02-15 04:34:33,3,966,2006-02-15 05:05:03,966,WEDDING APOLLO,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,2006,1,,3,0.99,70,14.99,PG,Trailers,2006-02-15 05:03:42
63,3,ED,CHASE,2006-02-15 04:34:33,3,967,2006-02-15 05:05:03,967,WEEKEND PERSONAL,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,2006,1,,5,2.99,134,26.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
64,3,ED,CHASE,2006-02-15 04:34:33,3,971,2006-02-15 05:05:03,971,WHALE BIKINI,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,2006,1,,4,4.99,109,11.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
65,3,ED,CHASE,2006-02-15 04:34:33,3,996,2006-02-15 05:05:03,996,YOUNG LANGUAGE,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,2006,1,,6,0.99,183,9.99,G,"Trailers,Behind the Scenes",2006-02-15 05:03:42
66,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,23,2006-02-15 05:05:03,23,ANACONDA CONFESSIONS,A Lacklusture Display of a Dentist And a Dentist who must Fight a Girl in Australia,2006,1,,3,0.99,92,9.99,R,"Trailers,Deleted Scenes",2006-02-15 05:03:42
67,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,25,2006-02-15 05:05:03,25,ANGELS LIFE,A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin,2006,1,,3,2.99,74,15.99,G,Trailers,2006-02-15 05:03:42
68,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,56,2006-02-15 05:05:03,56,BAREFOOT MANCHURIAN,A Intrepid Story of a Cat And a Student who must Vanquish a Girl in An Abandoned Amusement Park,2006,1,,6,2.99,129,15.99,G,"Trailers,Commentaries",2006-02-15 05:03:42
69,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,62,2006-02-15 05:05:03,62,BED HIGHBALL,A Astounding Panorama of a Lumberjack And a Dog who must Redeem a Woman in An Abandoned Fun House,2006,1,,5,2.99,106,23.99,NC-17,"Trailers,Commentaries,Deleted Scenes",2006-02-15 05:03:42
70,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,79,2006-02-15 05:05:03,79,BLADE POLISH,A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station,2006,1,,5,0.99,114,10.99,PG-13,"Trailers,Behind the Scenes",2006-02-15 05:03:42
71,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,87,2006-02-15 05:05:03,87,BOONDOCK BALLROOM,A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico,2006,1,,7,0.99,76,14.99,NC-17,Behind the Scenes,2006-02-15 05:03:42
72,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,355,2006-02-15 05:05:03,355,GHOSTBUSTERS ELF,A Thoughtful Epistle of a Dog And a Feminist who must Chase a Composer in Berlin,2006,1,,7,0.99,101,18.99,R,"Trailers,Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
73,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,379,2006-02-15 05:05:03,379,GREEDY ROOTS,A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies,2006,1,,7,0.99,166,14.99,R,"Trailers,Commentaries,Deleted Scenes",2006-02-15 05:03:42
74,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,398,2006-02-15 05:05:03,398,HANOVER GALAXY,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,2006,1,,5,4.99,47,21.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
75,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,463,2006-02-15 05:05:03,463,INSTINCT AIRPORT,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,2006,1,,4,2.99,116,21.99,PG,"Commentaries,Deleted Scenes",2006-02-15 05:03:42
76,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,490,2006-02-15 05:05:03,490,JUMANJI BLADE,A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans,2006,1,,4,2.99,121,13.99,G,"Commentaries,Behind the Scenes",2006-02-15 05:03:42
77,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,616,2006-02-15 05:05:03,616,NATIONAL STORY,A Taut Epistle of a Mad Scientist And a Girl who must Escape a Monkey in California,2006,1,,4,2.99,92,19.99,NC-17,Trailers,2006-02-15 05:03:42
78,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,635,2006-02-15 05:05:03,635,OKLAHOMA JUMANJI,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,2006,1,,7,0.99,58,15.99,PG,Behind the Scenes,2006-02-15 05:03:42
79,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,691,2006-02-15 05:05:03,691,POSEIDON FOREVER,A Thoughtful Epistle of a Womanizer And a Monkey who must Vanquish a Dentist in A Monastery,2006,1,,6,4.99,159,29.99,PG-13,Commentaries,2006-02-15 05:03:42
80,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,712,2006-02-15 05:05:03,712,RAIDERS ANTITRUST,A Amazing Drama of a Teacher And a Feminist who must Meet a Woman in The First Manned Space Station,2006,1,,4,0.99,82,11.99,PG-13,Deleted Scenes,2006-02-15 05:03:42
81,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,714,2006-02-15 05:05:03,714,RANDOM GO,A Fateful Drama of a Frisbee And a Student who must Confront a Cat in A Shark Tank,2006,1,,6,2.99,73,29.99,NC-17,Trailers,2006-02-15 05:03:42
82,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,721,2006-02-15 05:05:03,721,REDS POCUS,A Lacklusture Yarn of a Sumo Wrestler And a Squirrel who must Redeem a Monkey in Soviet Georgia,2006,1,,7,4.99,182,23.99,PG-13,"Trailers,Behind the Scenes",2006-02-15 05:03:42
83,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,798,2006-02-15 05:05:03,798,SILVERADO GOLDFINGER,A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India,2006,1,,4,4.99,74,11.99,PG,"Trailers,Commentaries",2006-02-15 05:03:42
84,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,832,2006-02-15 05:05:03,832,SPLASH GUMP,A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank,2006,1,,5,0.99,175,16.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
85,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,858,2006-02-15 05:05:03,858,SUBMARINE BED,A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia,2006,1,,5,4.99,127,21.99,R,Trailers,2006-02-15 05:03:42
86,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,909,2006-02-15 05:05:03,909,TREASURE COMMAND,A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California,2006,1,,3,0.99,102,28.99,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
87,4,JENNIFER,DAVIS,2006-02-15 04:34:33,4,924,2006-02-15 05:05:03,924,UNFORGIVEN ZOOLANDER,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,2006,1,,7,0.99,129,15.99,PG,"Trailers,Commentaries,Behind the Scenes",2006-02-15 05:03:42
88,5,JOHNNY,LOLLOBRIGIDA,2006-02-15 04:34:33,5,19,2006-02-15 05:05:03,19,AMADEUS HOLY,A Emotional Display of a Pioneer And a Technical Writer who must Battle a Man in A Baloon,2006,1,,6,0.99,113,20.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes",2006-02-15 05:03:42
89,5,JOHNNY,LOLLOBRIGIDA,2006-02-15 04:34:33,5,54,2006-02-15 05:05:03,54,BANGER PINOCCHIO,A Awe-Inspiring Drama of a Car And a Pastry Chef who must Chase a Crocodile in The First Manned Space Station,2006,1,,5,0.99,113,15.99,R,"Trailers,Commentaries,Deleted Scenes",2006-02-15 05:03:42
